qseqid	General functional category	Functional category	DB ID	Protein description	DB description	EC number	KO	CDD ID	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
tr|G7WPU2|G7WPU2_METH6	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	COG0823	Periplasmic component TolB of the Tol biopolymer transport system	Periplasmic component TolB of the Tol biopolymer transport system [Intracellular trafficking, secretion, and vesicular transport]. 	4.2.2.6	K01278,K01303,K01423	CDD:440585	30.612	98.0	60.0	4.0	41.0	138.0	68.0	157.0	2.75e-05	42.0
tr|G7WQG4|G7WQG4_METH6	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	COG0638	20S proteasome, alpha and beta subunits	20S proteasome, alpha and beta subunits [Posttranslational modification, protein turnover, chaperones]. 	3.4.25.1		CDD:440403	56.71	231.0	97.0	3.0	1.0	230.0	1.0	229.0	6.23e-103	295.0
tr|G7WR46|G7WR46_METH6	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	COG1222	ATP-dependent 26S proteasome regulatory subunit	ATP-dependent 26S proteasome regulatory subunit [Posttranslational modification, protein turnover, chaperones]. 	3.4.24.64		CDD:440835	46.328	177.0	81.0	3.0	2.0	178.0	161.0	323.0	8.459999999999999e-74	222.0
tr|G7WRG7|G7WRG7_METH6	METABOLISM	Energy production and conversion 	COG1035	Coenzyme F420-reducing hydrogenase, beta subunit	Coenzyme F420-reducing hydrogenase, beta subunit [Energy production and conversion]. 	1.12.98.1		CDD:440658	42.308	260.0	137.0	8.0	107.0	358.0	14.0	268.0	4.1100000000000005e-70	217.0
tr|G7WRG7|G7WRG7_METH6	METABOLISM	Nucleotide transport and metabolism 	COG1146	NAD-dependent dihydropyrimidine dehydrogenase, PreA subunit	NAD-dependent dihydropyrimidine dehydrogenase, PreA subunit [Nucleotide transport and metabolism]. 		K00176	CDD:440761	32.0	50.0	28.0	2.0	24.0	67.0	4.0	53.0	1.72e-06	42.4
tr|G8HQP8|G8HQP8_CLOBO	METABOLISM	Amino acid transport and metabolism 	COG0133	Tryptophan synthase beta chain	Tryptophan synthase beta chain [Amino acid transport and metabolism]. Tryptophan synthase beta chain is part of the Pathway/BioSystem: Aromatic amino acid biosynthesis	4.2.1.20		CDD:439903	64.497	169.0	60.0	0.0	2.0	170.0	59.0	227.0	6.1e-125	354.0
tr|G8HQR6|G8HQR6_CLOBO	INFORMATION STORAGE AND PROCESSING	Translation, ribosomal structure and biogenesis 	COG0050	Translation elongation factor EF-Tu, a GTPase	Translation elongation factor EF-Tu, a GTPase [Translation, ribosomal structure and biogenesis]. Translation elongation factor EF-Tu, a GTPase is part of the Pathway/BioSystem: Translation factors		K02358	CDD:439820	83.333	150.0	25.0	0.0	1.0	150.0	62.0	211.0	6.3e-107	307.0
tr|G8QRB0|G8QRB0_SPHPG	METABOLISM	Energy production and conversion 	COG3181	Tripartite-type tricarboxylate transporter, extracytoplasmic receptor component TctC	Tripartite-type tricarboxylate transporter, extracytoplasmic receptor component TctC [Energy production and conversion]. 		K09788	CDD:442414	30.982	326.0	212.0	7.0	2.0	323.0	6.0	322.0	1.38e-75	232.0
tr|G8QSV1|G8QSV1_SPHPG	METABOLISM	Carbohydrate transport and metabolism 	COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component	ABC-type glycerol-3-phosphate transport system, periplasmic component [Carbohydrate transport and metabolism]. 	2.2.1.6	K10108,K05813,K07533,K02027,K01872	CDD:441259	26.606	327.0	218.0	10.0	26.0	349.0	21.0	328.0	4.28e-65	211.0
tr|G8QTD5|G8QTD5_SPHPG	METABOLISM	Inorganic ion transport and metabolism 	COG1840	ABC-type Fe3+ transport system, periplasmic component	ABC-type Fe3+ transport system, periplasmic component [Inorganic ion transport and metabolism]. 	2.7.13.3	K02048,K02012	CDD:441445	34.828	290.0	185.0	3.0	50.0	339.0	1.0	286.0	2.32e-84	254.0
tr|G8QUH7|G8QUH7_SPHPG	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	COG1744	Lipoprotein Med, regulator of KinD/Spo0A, PBP1-ABC superfamily, includes NupN	Lipoprotein Med, regulator of KinD/Spo0A, PBP1-ABC superfamily, includes NupN [Signal transduction mechanisms]. 		K00382,K10439,K07335	CDD:441350	28.912	294.0	203.0	4.0	37.0	329.0	6.0	294.0	1.92e-66	208.0
tr|G8QUZ6|G8QUZ6_SPHPG	METABOLISM	Carbohydrate transport and metabolism 	COG1653	ABC-type glycerol-3-phosphate transport system, periplasmic component	ABC-type glycerol-3-phosphate transport system, periplasmic component [Carbohydrate transport and metabolism]. 	2.2.1.6	K10108,K05813,K07533,K02027,K01872	CDD:441259	26.531	343.0	229.0	12.0	1.0	333.0	1.0	330.0	1.54e-58	192.0
tr|G8QYD3|G8QYD3_SPHPG	METABOLISM	Carbohydrate transport and metabolism 	COG1879	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain [Carbohydrate transport and metabolism]. 		K10439,K02056,K02529,K10540	CDD:441483	28.065	310.0	211.0	6.0	2.0	305.0	1.0	304.0	1.45e-60	193.0
tr|G8R3D9|G8R3D9_OWEHD	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	COG4412	Bacillopeptidase F, M6 metalloprotease family	Bacillopeptidase F, M6 metalloprotease family [Posttranslational modification, protein turnover, chaperones]. 	3.4.24.-	K05695,K09607,K01423	CDD:443532	29.252	147.0	91.0	4.0	1286.0	1431.0	237.0	371.0	7.200000000000001e-21	95.5
tr|G8UM80|G8UM80_TANFA			cl46306		Raptor N-terminal CASPase like domain. This domain is found at the N-terminus of the Raptor protein. It has been identified to have a CASPase like structure. It conserves the characteriztic cys/his dyad of the caspases suggesting it may have a peptidase activity.			CDD:480646										
tr|G9LNI9|G9LNI9_9ASPA	INFORMATION STORAGE AND PROCESSING	Transcription 	COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	DNA-directed RNA polymerase, beta' subunit/160 kD subunit [Transcription]. DNA-directed RNA polymerase, beta' subunit/160 kD subunit is part of the Pathway/BioSystem: RNA polymerase	2.7.7.6	K09759	CDD:439856	49.904	521.0	215.0	13.0	5.0	517.0	26.0	508.0	0.0	597.0
tr|H0UJ41|H0UJ41_9BACT	POORLY CHARACTERIZED	General function prediction only 	COG2358	TRAP-type uncharacterized transport system, periplasmic component	TRAP-type uncharacterized transport system, periplasmic component [General function prediction only]. 		K07080,K00924	CDD:441925	41.72	314.0	170.0	6.0	14.0	325.0	1.0	303.0	2.28e-114	330.0
tr|H0UK06|H0UK06_9BACT	METABOLISM	Nucleotide transport and metabolism 	COG1839	Adenosine/AMP kinase	Adenosine/AMP kinase [Nucleotide transport and metabolism]. 			CDD:441444	66.875	160.0	52.0	1.0	6.0	165.0	2.0	160.0	1.76e-108	303.0
tr|H0UQE1|H0UQE1_9BACT	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	COG0459	Chaperonin GroEL (HSP60 family)	Chaperonin GroEL (HSP60 family) [Posttranslational modification, protein turnover, chaperones]. 	2.7.1.150		CDD:440227	64.528	530.0	151.0	3.0	1.0	528.0	1.0	495.0	0.0	794.0
tr|H0USJ8|H0USJ8_9BACT	METABOLISM	Amino acid transport and metabolism 	COG0683	ABC-type branched-chain amino acid transport system, periplasmic component	ABC-type branched-chain amino acid transport system, periplasmic component [Amino acid transport and metabolism]. 	2.7.10.-	K01999,K01423	CDD:440447	35.674	356.0	181.0	7.0	24.0	373.0	1.0	314.0	2.9299999999999998e-90	271.0
tr|H1XX94|H1XX94_CALAY	INFORMATION STORAGE AND PROCESSING	RNA processing and modification 	COG4085	DNA/RNA endonuclease YhcR, contains UshA esterase domain	DNA/RNA endonuclease YhcR, contains UshA esterase domain [RNA processing and modification]. 	3.1.3.5	K01741,K01081,K07004	CDD:443261	27.5	80.0	48.0	2.0	621.0	691.0	42.0	120.0	2.69e-06	44.7
tr|H1XX94|H1XX94_CALAY	INFORMATION STORAGE AND PROCESSING	RNA processing and modification 	COG4085	DNA/RNA endonuclease YhcR, contains UshA esterase domain	DNA/RNA endonuclease YhcR, contains UshA esterase domain [RNA processing and modification]. 	3.1.3.5	K01741,K01081,K07004	CDD:443261	34.043	94.0	41.0	4.0	335.0	410.0	41.0	131.0	6.4e-06	43.5
tr|H1XX94|H1XX94_CALAY	CELLULAR PROCESSES AND SIGNALING	Cell motility 	COG1843	Flagellar hook-capping protein FlgD	Flagellar hook-capping protein FlgD [Cell motility]. 			CDD:441448	31.746	63.0	39.0	2.0	841.0	903.0	111.0	169.0	0.000112	41.5
tr|H1XYF8|H1XYF8_CALAY	CELLULAR PROCESSES AND SIGNALING	Defense mechanisms 	COG4257	Streptogramin lyase	Streptogramin lyase [Defense mechanisms]. 			CDD:443399	22.628	274.0	173.0	13.0	15.0	275.0	3.0	250.0	2.72e-10	60.0
tr|H1XYF8|H1XYF8_CALAY	CELLULAR PROCESSES AND SIGNALING	Defense mechanisms 	COG4257	Streptogramin lyase	Streptogramin lyase [Defense mechanisms]. 			CDD:443399	19.91	221.0	149.0	9.0	39.0	253.0	65.0	263.0	2.43e-08	54.3
tr|H1XYF8|H1XYF8_CALAY	CELLULAR PROCESSES AND SIGNALING	Defense mechanisms 	COG4257	Streptogramin lyase	Streptogramin lyase [Defense mechanisms]. 			CDD:443399	20.465	215.0	150.0	10.0	90.0	291.0	19.0	225.0	1.14e-07	51.9
tr|H1XYF8|H1XYF8_CALAY	CELLULAR PROCESSES AND SIGNALING	Defense mechanisms 	COG4257	Streptogramin lyase	Streptogramin lyase [Defense mechanisms]. 			CDD:443399	20.833	216.0	135.0	11.0	507.0	712.0	65.0	254.0	0.000108	43.1
tr|H1XYF8|H1XYF8_CALAY	CELLULAR PROCESSES AND SIGNALING	Defense mechanisms 	COG4257	Streptogramin lyase	Streptogramin lyase [Defense mechanisms]. 			CDD:443399	21.399	243.0	156.0	13.0	507.0	738.0	23.0	241.0	0.000111	42.7
tr|H1XYF8|H1XYF8_CALAY	CELLULAR PROCESSES AND SIGNALING	Defense mechanisms 	COG4257	Streptogramin lyase	Streptogramin lyase [Defense mechanisms]. 			CDD:443399	19.212	203.0	145.0	7.0	548.0	741.0	9.0	201.0	0.000343	41.2
tr|H1XYF8|H1XYF8_CALAY	INFORMATION STORAGE AND PROCESSING	RNA processing and modification 	COG4085	DNA/RNA endonuclease YhcR, contains UshA esterase domain	DNA/RNA endonuclease YhcR, contains UshA esterase domain [RNA processing and modification]. 	3.1.3.5	K01741,K01081,K07004	CDD:443261	28.346	127.0	68.0	5.0	738.0	850.0	4.0	121.0	1.33e-08	52.0
tr|H1XYF8|H1XYF8_CALAY	CELLULAR PROCESSES AND SIGNALING	Cell motility 	COG1843	Flagellar hook-capping protein FlgD	Flagellar hook-capping protein FlgD [Cell motility]. 			CDD:441448	25.893	112.0	64.0	4.0	1549.0	1644.0	67.0	175.0	3.51e-05	43.8
tr|H1XYF8|H1XYF8_CALAY	POORLY CHARACTERIZED	General function prediction only 	COG3391	DNA-binding beta-propeller fold protein YncE	DNA-binding beta-propeller fold protein YncE [General function prediction only]. 	2.7.11.1	K07004,K01376	CDD:442618	19.535	215.0	156.0	7.0	69.0	277.0	11.0	214.0	7.43e-10	58.2
tr|H1XYF8|H1XYF8_CALAY	POORLY CHARACTERIZED	General function prediction only 	COG3391	DNA-binding beta-propeller fold protein YncE	DNA-binding beta-propeller fold protein YncE [General function prediction only]. 	2.7.11.1	K07004,K01376	CDD:442618	19.231	234.0	156.0	8.0	37.0	252.0	19.0	237.0	4.14e-08	53.2
tr|H1XYF8|H1XYF8_CALAY	POORLY CHARACTERIZED	General function prediction only 	COG3391	DNA-binding beta-propeller fold protein YncE	DNA-binding beta-propeller fold protein YncE [General function prediction only]. 	2.7.11.1	K07004,K01376	CDD:442618	24.419	172.0	106.0	9.0	583.0	744.0	57.0	214.0	4.39e-07	50.1
tr|H1XYF8|H1XYF8_CALAY	POORLY CHARACTERIZED	General function prediction only 	COG3391	DNA-binding beta-propeller fold protein YncE	DNA-binding beta-propeller fold protein YncE [General function prediction only]. 	2.7.11.1	K07004,K01376	CDD:442618	17.857	224.0	157.0	10.0	447.0	661.0	15.0	220.0	2.09e-06	47.8
tr|H1XYF8|H1XYF8_CALAY	POORLY CHARACTERIZED	General function prediction only 	COG3391	DNA-binding beta-propeller fold protein YncE	DNA-binding beta-propeller fold protein YncE [General function prediction only]. 	2.7.11.1	K07004,K01376	CDD:442618	19.553	179.0	117.0	9.0	24.0	193.0	60.0	220.0	3.49e-06	47.4
tr|H1YXH1|H1YXH1_9EURY	METABOLISM	Coenzyme transport and metabolism 	COG1962	Tetrahydromethanopterin S-methyltransferase, subunit H	Tetrahydromethanopterin S-methyltransferase, subunit H [Coenzyme transport and metabolism]. 	2.1.1.86		CDD:441565	52.507	339.0	130.0	3.0	2.0	340.0	1.0	308.0	8.449999999999999e-176	487.0
tr|H2BX39|H2BX39_GILLR	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	COG3468	Autotransporter adhesin AidA	Autotransporter adhesin AidA [Cell wall/membrane/envelope biogenesis, Intracellular trafficking, secretion, and vesicular transport]. 	3.4.21.-	K12516	CDD:442691	13.647	425.0	352.0	4.0	10.0	430.0	16.0	429.0	2.07e-06	49.9
tr|H2BX39|H2BX39_GILLR	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	COG3468	Autotransporter adhesin AidA	Autotransporter adhesin AidA [Cell wall/membrane/envelope biogenesis, Intracellular trafficking, secretion, and vesicular transport]. 	3.4.21.-	K12516	CDD:442691	13.647	425.0	352.0	4.0	10.0	430.0	16.0	429.0	2.07e-06	49.9
tr|H2BX39|H2BX39_GILLR	POORLY CHARACTERIZED	General function prediction only 	COG5306	Uncharacterized conserved protein MJ1470, contains DUF2341 domain, predicted component of type IV pili-like system	Uncharacterized conserved protein MJ1470, contains DUF2341 domain, predicted component of type IV pili-like system [General function prediction only]. 			CDD:444105	32.11	109.0	63.0	4.0	1179.0	1284.0	195.0	295.0	6.9e-13	70.7
tr|H2CBF1|H2CBF1_9LEPT	CELLULAR PROCESSES AND SIGNALING	Cell motility 	COG1344	Flagellin and related hook-associated protein FlgL	Flagellin and related hook-associated protein FlgL [Cell motility]. 	6.2.1.17		CDD:440955	39.362	282.0	134.0	2.0	1.0	282.0	1.0	245.0	2.2799999999999996e-68	209.0
tr|H2CF33|H2CF33_9LEPT	CELLULAR PROCESSES AND SIGNALING	Cell motility 	COG1344	Flagellin and related hook-associated protein FlgL	Flagellin and related hook-associated protein FlgL [Cell motility]. 	6.2.1.17		CDD:440955	39.146	281.0	135.0	2.0	1.0	281.0	1.0	245.0	2.92e-71	217.0
tr|H2EIF6|H2EIF6_MALDO	METABOLISM	Amino acid transport and metabolism 	COG2040	Homocysteine/selenocysteine methylase (S-methylmethionine-dependent)	Homocysteine/selenocysteine methylase (S-methylmethionine-dependent) [Amino acid transport and metabolism]. 	2.1.1.10	K00547	CDD:441643	36.334	311.0	179.0	4.0	14.0	324.0	6.0	297.0	3.1e-98	289.0
tr|H2J318|H2J318_MARPK	METABOLISM	Nucleotide transport and metabolism 	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family	2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family [Nucleotide transport and metabolism, Defense mechanisms]. 		K01081	CDD:440500	44.578	498.0	230.0	12.0	19.0	498.0	1.0	470.0	0.0	523.0
tr|H2J318|H2J318_MARPK	CELLULAR PROCESSES AND SIGNALING	Defense mechanisms 	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family	2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family [Nucleotide transport and metabolism, Defense mechanisms]. 		K01081	CDD:440500	44.578	498.0	230.0	12.0	19.0	498.0	1.0	470.0	0.0	523.0
tr|H2J467|H2J467_MARPK	METABOLISM	Amino acid transport and metabolism 	COG0747	ABC-type transport system, periplasmic component	ABC-type transport system, periplasmic component [Amino acid transport and metabolism]. 	3.1.3.2	K02035	CDD:440510	27.239	536.0	314.0	21.0	48.0	579.0	1.0	464.0	3.45e-110	334.0
tr|H2J467|H2J467_MARPK	METABOLISM	Amino acid transport and metabolism 	COG0747	ABC-type transport system, periplasmic component	ABC-type transport system, periplasmic component [Amino acid transport and metabolism]. 	3.1.3.26	K02035	CDD:440510	27.239	536.0	314.0	21.0	48.0	579.0	1.0	464.0	3.45e-110	334.0
tr|H2J5U7|H2J5U7_MARPK	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	COG1366	Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)	Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor) [Signal transduction mechanisms]. 		K00996	CDD:440977	34.444	90.0	58.0	1.0	4.0	93.0	5.0	93.0	2.19e-23	83.4
tr|H3K2E4|H3K2E4_METSH	METABOLISM	Coenzyme transport and metabolism 	COG4058	Methyl coenzyme M reductase, alpha subunit	Methyl coenzyme M reductase, alpha subunit [Coenzyme transport and metabolism]. 	2.8.4.1		CDD:443235	78.534	382.0	82.0	0.0	1.0	382.0	95.0	476.0	0.0	796.0
tr|H3SJF0|H3SJF0_9BACL	METABOLISM	Amino acid transport and metabolism 	COG0747	ABC-type transport system, periplasmic component	ABC-type transport system, periplasmic component [Amino acid transport and metabolism]. 	3.1.3.2	K02035	CDD:440510	25.686	510.0	314.0	18.0	87.0	587.0	2.0	455.0	5.5199999999999996e-98	304.0
tr|H3SJF0|H3SJF0_9BACL	METABOLISM	Amino acid transport and metabolism 	COG0747	ABC-type transport system, periplasmic component	ABC-type transport system, periplasmic component [Amino acid transport and metabolism]. 	3.1.3.26	K02035	CDD:440510	25.686	510.0	314.0	18.0	87.0	587.0	2.0	455.0	5.5199999999999996e-98	304.0
tr|H5SAJ5|H5SAJ5_9CHLR	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair 	COG0629	Single-stranded DNA-binding protein	Single-stranded DNA-binding protein [Replication, recombination and repair]. 		K02684,K00655,K03111,K08884	CDD:440394	49.138	116.0	52.0	1.0	6.0	121.0	5.0	113.0	2.8299999999999996e-52	158.0
tr|H5SFF1|H5SFF1_9BACT	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	COG4932	Clumping factor A-related surface protein, MSCRAMM (microbial surface components recognizing adhesive matrix molecules) family, DEv-IgG fold	Clumping factor A-related surface protein, MSCRAMM (microbial surface components recognizing adhesive matrix molecules) family, DEv-IgG fold [Cell wall/membrane/envelope biogenesis]. 		K01238,K01186,K01317	CDD:443959	28.889	90.0	57.0	4.0	27.0	110.0	261.0	349.0	2.54e-06	48.4
tr|H5SFF1|H5SFF1_9BACT	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	COG4932	Clumping factor A-related surface protein, MSCRAMM (microbial surface components recognizing adhesive matrix molecules) family, DEv-IgG fold	Clumping factor A-related surface protein, MSCRAMM (microbial surface components recognizing adhesive matrix molecules) family, DEv-IgG fold [Cell wall/membrane/envelope biogenesis]. 		K01238,K01186,K01317	CDD:443959	18.145	248.0	190.0	8.0	24.0	261.0	354.0	598.0	2.79e-06	48.0
tr|H5SFF1|H5SFF1_9BACT	CELLULAR PROCESSES AND SIGNALING	Cell wall/membrane/envelope biogenesis 	COG4932	Clumping factor A-related surface protein, MSCRAMM (microbial surface components recognizing adhesive matrix molecules) family, DEv-IgG fold	Clumping factor A-related surface protein, MSCRAMM (microbial surface components recognizing adhesive matrix molecules) family, DEv-IgG fold [Cell wall/membrane/envelope biogenesis]. 		K01238,K01186,K01317	CDD:443959	29.87	77.0	54.0	0.0	30.0	106.0	168.0	244.0	0.000769	40.3
tr|H5SFF1|H5SFF1_9BACT	METABOLISM	Inorganic ion transport and metabolism 	COG4771	Outer membrane receptor for ferrienterochelin and colicins	Outer membrane receptor for ferrienterochelin and colicins [Inorganic ion transport and metabolism]. 			CDD:443803	16.758	549.0	313.0	20.0	99.0	633.0	10.0	428.0	2.1e-14	74.1
tr|H5SHN9|H5SHN9_9CHLR	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	COG0443	Molecular chaperone DnaK (HSP70)	Molecular chaperone DnaK (HSP70) [Posttranslational modification, protein turnover, chaperones]. 	2.7.7.6	K01869,K01945,K01529	CDD:440212	67.843	510.0	126.0	6.0	4.0	512.0	1.0	473.0	0.0	811.0
tr|H5SHN9|H5SHN9_9CHLR	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	COG0443	Molecular chaperone DnaK (HSP70)	Molecular chaperone DnaK (HSP70) [Posttranslational modification, protein turnover, chaperones]. 	6.1.1.16	K01869,K01945,K01529	CDD:440212	67.843	510.0	126.0	6.0	4.0	512.0	1.0	473.0	0.0	811.0
tr|H5SKV0|H5SKV0_9ZZZZ	METABOLISM	Amino acid transport and metabolism 	COG0334	Glutamate dehydrogenase/leucine dehydrogenase	Glutamate dehydrogenase/leucine dehydrogenase [Amino acid transport and metabolism]. Glutamate dehydrogenase/leucine dehydrogenase is part of the Pathway/BioSystem: Glutamine biosynthesis			CDD:440103	51.179	424.0	194.0	5.0	23.0	446.0	1.0	411.0	0.0	601.0
tr|H5SPT3|H5SPT3_9BACT	METABOLISM	Amino acid transport and metabolism 	COG1506	Dipeptidyl aminopeptidase/acylaminoacyl peptidase	Dipeptidyl aminopeptidase/acylaminoacyl peptidase [Amino acid transport and metabolism]. 	3.4.14.5	K01278,K01303,K01423	CDD:441115	31.801	261.0	150.0	6.0	359.0	619.0	2.0	234.0	3.3e-75	238.0
tr|H5SPT3|H5SPT3_9BACT	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	COG0823	Periplasmic component TolB of the Tol biopolymer transport system	Periplasmic component TolB of the Tol biopolymer transport system [Intracellular trafficking, secretion, and vesicular transport]. 	4.2.2.6	K01278,K01303,K01423	CDD:440585	25.532	94.0	63.0	3.0	11.0	104.0	67.0	153.0	1.44e-09	54.3
tr|H5SPT3|H5SPT3_9BACT	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	COG0823	Periplasmic component TolB of the Tol biopolymer transport system	Periplasmic component TolB of the Tol biopolymer transport system [Intracellular trafficking, secretion, and vesicular transport]. 	4.2.2.6	K01278,K01303,K01423	CDD:440585	22.772	101.0	74.0	3.0	11.0	111.0	23.0	119.0	8.03e-08	49.3
tr|H5SQE7|H5SQE7_ACEAU	POORLY CHARACTERIZED	General function prediction only 	COG3889	Extracellular solute-binding protein, contains Ig-fold domain	Extracellular solute-binding protein, contains Ig-fold domain [General function prediction only]. 		K02035	CDD:443097	38.224	811.0	454.0	19.0	81.0	880.0	21.0	795.0	0.0	836.0
tr|H5XUX6|H5XUX6_9FIRM	METABOLISM	Lipid transport and metabolism 	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	Acyl-CoA dehydrogenase related to the alkylation response protein AidB [Lipid transport and metabolism]. Acyl-CoA dehydrogenase related to the alkylation response protein AidB is part of the Pathway/BioSystem: Fatty acid biosynthesis		K00253,K00257,K00249,K00252	CDD:441563	28.904	429.0	245.0	11.0	34.0	460.0	2.0	372.0	1.05e-88	277.0
tr|H8I8V8|H8I8V8_METCZ	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	COG1572	Serine protease, subtilase family	Serine protease, subtilase family [Posttranslational modification, protein turnover, chaperones]. 		K09607,K01206,K08589	CDD:441180	29.064	203.0	115.0	6.0	984.0	1163.0	153.0	349.0	2.36e-14	74.6
tr|H8I8V8|H8I8V8_METCZ	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	COG1572	Serine protease, subtilase family	Serine protease, subtilase family [Posttranslational modification, protein turnover, chaperones]. 		K09607,K01206,K08589	CDD:441180	40.336	119.0	62.0	3.0	1047.0	1163.0	347.0	458.0	3.7e-12	67.7
tr|H8I8V8|H8I8V8_METCZ	POORLY CHARACTERIZED	Function unknown 	COG3291	Uncharacterized conserved protein, PKD repeat domain	Uncharacterized conserved protein, PKD repeat domain [Function unknown]. 	3.4.24.-	K01238,K01224,K01127	CDD:442520	19.82	333.0	264.0	2.0	387.0	719.0	1.0	330.0	2.45e-15	76.6
tr|H8I8V8|H8I8V8_METCZ	POORLY CHARACTERIZED	Function unknown 	COG3291	Uncharacterized conserved protein, PKD repeat domain	Uncharacterized conserved protein, PKD repeat domain [Function unknown]. 	3.4.24.-	K01238,K01224,K01127	CDD:442520	21.257	334.0	261.0	1.0	973.0	1306.0	1.0	332.0	3.59e-13	70.1
tr|H8I8V8|H8I8V8_METCZ	POORLY CHARACTERIZED	Function unknown 	COG3291	Uncharacterized conserved protein, PKD repeat domain	Uncharacterized conserved protein, PKD repeat domain [Function unknown]. 	3.4.24.-	K01238,K01224,K01127	CDD:442520	23.297	279.0	210.0	3.0	1450.0	1727.0	1.0	276.0	2e-11	64.7
tr|H8I8V8|H8I8V8_METCZ	POORLY CHARACTERIZED	Function unknown 	COG3291	Uncharacterized conserved protein, PKD repeat domain	Uncharacterized conserved protein, PKD repeat domain [Function unknown]. 	3.4.24.-	K01238,K01224,K01127	CDD:442520	20.702	285.0	224.0	1.0	472.0	756.0	1.0	283.0	2.07e-10	61.6
tr|H8I8V8|H8I8V8_METCZ	POORLY CHARACTERIZED	Function unknown 	COG3291	Uncharacterized conserved protein, PKD repeat domain	Uncharacterized conserved protein, PKD repeat domain [Function unknown]. 	3.4.24.-	K01238,K01224,K01127	CDD:442520	24.528	159.0	113.0	3.0	1668.0	1826.0	1.0	152.0	3.59e-07	51.2
tr|H8IAP7|H8IAP7_METCZ	METABOLISM	Amino acid transport and metabolism 	COG0747	ABC-type transport system, periplasmic component	ABC-type transport system, periplasmic component [Amino acid transport and metabolism]. 	3.1.3.2	K02035	CDD:440510	30.193	467.0	281.0	17.0	77.0	526.0	16.0	454.0	7.04e-103	314.0
tr|H8IAP7|H8IAP7_METCZ	METABOLISM	Amino acid transport and metabolism 	COG0747	ABC-type transport system, periplasmic component	ABC-type transport system, periplasmic component [Amino acid transport and metabolism]. 	3.1.3.26	K02035	CDD:440510	30.193	467.0	281.0	17.0	77.0	526.0	16.0	454.0	7.04e-103	314.0
tr|H8MEU3|H8MEU3_CORCM	METABOLISM	Carbohydrate transport and metabolism 	COG2133	Glucose/arabinose dehydrogenase, beta-propeller fold	Glucose/arabinose dehydrogenase, beta-propeller fold [Carbohydrate transport and metabolism]. 	1.1.1.-		CDD:441736	38.158	380.0	202.0	9.0	19.0	381.0	2.0	365.0	2.3e-111	345.0
tr|H8MQY3|H8MQY3_CORCM	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	COG0459	Chaperonin GroEL (HSP60 family)	Chaperonin GroEL (HSP60 family) [Posttranslational modification, protein turnover, chaperones]. 	2.7.1.150		CDD:440227	64.85	532.0	149.0	3.0	1.0	529.0	1.0	497.0	0.0	788.0
