qseqid	General functional category	Functional category	DB ID	Protein description	DB description	CDD ID	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
tr|Q2LW75|Q2LW75_SYNAS	METABOLISM	Inorganic ion transport and metabolism 	KOG0560	Sulfite reductase (ferredoxin)	KOG0560, Sulfite reductase (ferredoxin) [Inorganic ion transport and metabolism]	CDD:228508	19.291	254	148	7	52	250	138	389	2.16e-12	64.1
tr|Q2LW75|Q2LW75_SYNAS	METABOLISM	Inorganic ion transport and metabolism 	KOG0560	Sulfite reductase (ferredoxin)	KOG0560, Sulfite reductase (ferredoxin) [Inorganic ion transport and metabolism]	CDD:228508	19.903	206	147	8	57	249	429	629	3.48e-08	51.4
tr|Q2LWR0|Q2LWR0_SYNAS	METABOLISM	Energy production and conversion 	KOG3954	Electron transfer flavoprotein, alpha subunit	KOG3954, Electron transfer flavoprotein, alpha subunit [Energy production and conversion]	CDD:231885	41.195	318	178	3	7	322	25	335	7.720000000000001e-70	218.0
sp|Q2LXU2|BAMA_SYNAS	METABOLISM	Lipid transport and metabolism 	KOG1680	Enoyl-CoA hydratase	KOG1680, Enoyl-CoA hydratase [Lipid transport and metabolism]	CDD:229621	27.933	179	109	6	53	224	50	215	3.9e-24	98.6
sp|Q2LXU2|BAMA_SYNAS	METABOLISM	Lipid transport and metabolism 	KOG0016	Enoyl-CoA hydratase/isomerase	KOG0016, Enoyl-CoA hydratase/isomerase [Lipid transport and metabolism]	CDD:227968	23.596	178	130	3	51	223	18	194	3.1e-15	72.8
sp|Q2LXU2|BAMA_SYNAS	METABOLISM	Lipid transport and metabolism 	KOG1679	Enoyl-CoA hydratase	KOG1679, Enoyl-CoA hydratase [Lipid transport and metabolism]	CDD:229620	22.353	170	129	1	53	222	44	210	8.77e-14	68.8
sp|Q2LXU2|BAMA_SYNAS	METABOLISM	Lipid transport and metabolism 	KOG1681	Enoyl-CoA isomerase	KOG1681, Enoyl-CoA isomerase [Lipid transport and metabolism]	CDD:229622	23.81	126	86	3	53	169	35	159	5.24e-08	51.4
sp|Q2LXU2|BAMA_SYNAS	METABOLISM	Lipid transport and metabolism 	KOG1682	Enoyl-CoA isomerase	KOG1682, Enoyl-CoA isomerase [Lipid transport and metabolism]	CDD:229623	26.154	130	83	4	53	177	45	166	6.65e-07	48.1
sp|Q2LXU2|BAMA_SYNAS	METABOLISM	Lipid transport and metabolism 	KOG1684	Enoyl-CoA hydratase	KOG1684, Enoyl-CoA hydratase [Lipid transport and metabolism]	CDD:229625	26.49	151	90	5	50	189	48	188	3.61e-06	46.2
tr|Q2QQH0|Q2QQH0_ORYSJ	INFORMATION STORAGE AND PROCESSING	RNA processing and modification 	KOG1676	K-homology type RNA binding proteins	KOG1676, K-homology type RNA binding proteins [RNA processing and modification]	CDD:229617	19.872	156	103	4	615	765	416	554	5.72e-07	52.1
tr|Q2QQH0|Q2QQH0_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG4400	E3 ubiquitin ligase interacting with arginine methyltransferase	KOG4400, E3 ubiquitin ligase interacting with arginine methyltransferase [Posttranslational modification, protein turnover, chaperones]	CDD:232329	22.581	93	59	4	679	766	135	219	1.5e-05	46.4
tr|Q2QQH0|Q2QQH0_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG1151	Tousled-like protein kinase	KOG1151, Tousled-like protein kinase [Signal transduction mechanisms]	CDD:229094	17.16	169	124	5	603	766	74	231	0.000289	43.1
tr|Q2QQH0|Q2QQH0_ORYSJ	INFORMATION STORAGE AND PROCESSING	Transcription 	KOG0849	Transcription factor PRD and related proteins, contain PAX and HOX domains	KOG0849, Transcription factor PRD and related proteins, contain PAX and HOX domains [Transcription]	CDD:228795	13.043	138	94	5	620	749	224	343	0.000482	42.1
tr|Q2QRG5|Q2QRG5_ORYSJ	METABOLISM	Secondary metabolites biosynthesis, transport and catabolism 	KOG0222	Phenylalanine and histidine ammonia-lyase	KOG0222, Phenylalanine and histidine ammonia-lyase [Secondary metabolites biosynthesis, transport and catabolism]	CDD:228171	74.074	54	14	0	94	147	631	684	3.06e-18	88.0
tr|Q2QX83|Q2QX83_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Nuclear structure 	KOG0845	Nuclear pore complex, Nup98 component (sc Nup145/Nup100/Nup116)	KOG0845, Nuclear pore complex, Nup98 component (sc Nup145/Nup100/Nup116) [Nuclear structure, Intracellular trafficking, secretion, and vesicular transport]	CDD:228791	16.953	932	662	16	3	894	44	903	1.57e-16	82.2
tr|Q2QX83|Q2QX83_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Nuclear structure 	KOG0845	Nuclear pore complex, Nup98 component (sc Nup145/Nup100/Nup116)	KOG0845, Nuclear pore complex, Nup98 component (sc Nup145/Nup100/Nup116) [Nuclear structure, Intracellular trafficking, secretion, and vesicular transport]	CDD:228791	17.944	535	387	13	103	594	1	526	7.99e-10	60.6
tr|Q2QX83|Q2QX83_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Nuclear structure 	KOG0845	Nuclear pore complex, Nup98 component (sc Nup145/Nup100/Nup116)	KOG0845, Nuclear pore complex, Nup98 component (sc Nup145/Nup100/Nup116) [Nuclear structure, Intracellular trafficking, secretion, and vesicular transport]	CDD:228791	21.409	369	263	7	276	642	35	378	2.59e-09	58.7
tr|Q2QX83|Q2QX83_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Nuclear structure 	KOG0845	Nuclear pore complex, Nup98 component (sc Nup145/Nup100/Nup116)	KOG0845, Nuclear pore complex, Nup98 component (sc Nup145/Nup100/Nup116) [Nuclear structure, Intracellular trafficking, secretion, and vesicular transport]	CDD:228791	19.186	172	131	4	2	166	360	530	0.001	40.6
tr|Q2QX83|Q2QX83_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Nuclear structure 	KOG3091	Nuclear pore complex, p54 component (sc Nup57)	KOG3091, Nuclear pore complex, p54 component (sc Nup57) [Nuclear structure, Intracellular trafficking, secretion, and vesicular transport]	CDD:231029	25.946	185	102	11	1	159	1	176	1.15e-10	62.6
tr|Q2QX83|Q2QX83_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Nuclear structure 	KOG3091	Nuclear pore complex, p54 component (sc Nup57)	KOG3091, Nuclear pore complex, p54 component (sc Nup57) [Nuclear structure, Intracellular trafficking, secretion, and vesicular transport]	CDD:231029	23.645	203	123	10	53	243	1	183	1.35e-07	52.9
tr|Q2QX83|Q2QX83_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Nuclear structure 	KOG3091	Nuclear pore complex, p54 component (sc Nup57)	KOG3091, Nuclear pore complex, p54 component (sc Nup57) [Nuclear structure, Intracellular trafficking, secretion, and vesicular transport]	CDD:231029	24.607	191	124	7	208	381	1	188	5e-06	47.9
tr|Q2QX83|Q2QX83_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	KOG0307	Vesicle coat complex COPII, subunit SEC31	KOG0307, Vesicle coat complex COPII, subunit SEC31 [Intracellular trafficking, secretion, and vesicular transport]	CDD:228256	22.137	262	181	10	439	687	689	940	3.45e-09	58.3
tr|Q2QX83|Q2QX83_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	KOG0307	Vesicle coat complex COPII, subunit SEC31	KOG0307, Vesicle coat complex COPII, subunit SEC31 [Intracellular trafficking, secretion, and vesicular transport]	CDD:228256	16.938	307	204	10	311	607	676	941	0.000331	42.1
tr|Q2QX83|Q2QX83_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	KOG1984	Vesicle coat complex COPII, subunit SFB3	KOG1984, Vesicle coat complex COPII, subunit SFB3 [Intracellular trafficking, secretion, and vesicular transport]	CDD:229923	21.074	242	146	7	424	665	58	254	8.38e-08	54.0
tr|Q2QX83|Q2QX83_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	KOG1984	Vesicle coat complex COPII, subunit SFB3	KOG1984, Vesicle coat complex COPII, subunit SFB3 [Intracellular trafficking, secretion, and vesicular transport]	CDD:229923	22.711	273	173	10	437	707	5	241	1.43e-05	46.7
tr|Q2QX83|Q2QX83_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	KOG1984	Vesicle coat complex COPII, subunit SFB3	KOG1984, Vesicle coat complex COPII, subunit SFB3 [Intracellular trafficking, secretion, and vesicular transport]	CDD:229923	20.285	281	199	8	276	539	13	285	0.00075	40.9
tr|Q2QX83|Q2QX83_ORYSJ	INFORMATION STORAGE AND PROCESSING	Transcription 	KOG1999	RNA polymerase II transcription elongation factor DSIF/SUPT5H/SPT5	KOG1999, RNA polymerase II transcription elongation factor DSIF/SUPT5H/SPT5 [Transcription]	CDD:229938	26.519	181	108	9	1	169	769	936	6.69e-06	47.9
tr|Q2QX83|Q2QX83_ORYSJ	INFORMATION STORAGE AND PROCESSING	Transcription 	KOG3582	Mlx interactors and related transcription factors	KOG3582, Mlx interactors and related transcription factors [Transcription]	CDD:231517	19.403	335	189	11	321	639	314	583	2.41e-05	45.8
tr|Q2QX83|Q2QX83_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Nuclear structure 	KOG3630	Nuclear pore complex, Nup214/CAN component	KOG3630, Nuclear pore complex, Nup214/CAN component [Nuclear structure, Intracellular trafficking, secretion, and vesicular transport]	CDD:231564	24.725	182	107	5	4	162	453	627	6.18e-05	44.6
tr|Q2QX83|Q2QX83_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Nuclear structure 	KOG3630	Nuclear pore complex, Nup214/CAN component	KOG3630, Nuclear pore complex, Nup214/CAN component [Nuclear structure, Intracellular trafficking, secretion, and vesicular transport]	CDD:231564	18.71	155	117	5	435	584	416	566	0.000388	41.9
tr|Q2QX83|Q2QX83_ORYSJ	INFORMATION STORAGE AND PROCESSING	Transcription 	KOG0260	RNA polymerase II, large subunit	KOG0260, RNA polymerase II, large subunit [Transcription]	CDD:228209	25.0	220	110	13	428	641	1429	1599	7.18e-05	44.4
tr|Q2QX83|Q2QX83_ORYSJ	INFORMATION STORAGE AND PROCESSING	Transcription 	KOG0260	RNA polymerase II, large subunit	KOG0260, RNA polymerase II, large subunit [Transcription]	CDD:228209	23.832	214	118	10	302	507	1428	1604	0.00078	40.9
tr|Q2QX83|Q2QX83_ORYSJ	POORLY CHARACTERIZED	General function prediction only 	KOG0956	PHD finger protein AF10	KOG0956, PHD finger protein AF10 [General function prediction only]	CDD:228902	21.359	309	221	8	285	591	279	567	8.86e-05	43.8
tr|Q2QX83|Q2QX83_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Cytoskeleton 	KOG1830	Wiskott Aldrich syndrome proteins	KOG1830, Wiskott Aldrich syndrome proteins [Cytoskeleton]	CDD:229769	18.447	206	159	3	440	640	248	449	0.00016	42.9
tr|Q2QX83|Q2QX83_ORYSJ	INFORMATION STORAGE AND PROCESSING	Transcription 	KOG1913	Regucalcin gene promoter region-related protein (RGPR)	KOG1913, Regucalcin gene promoter region-related protein (RGPR) [Transcription]	CDD:229852	17.276	301	195	12	409	668	1103	1390	0.000219	43.0
tr|Q2QX83|Q2QX83_ORYSJ	POORLY CHARACTERIZED	Function unknown 	KOG3740	Uncharacterized conserved protein	KOG3740, Uncharacterized conserved protein [Function unknown]	CDD:231672	16.783	429	284	14	277	663	269	666	0.000279	42.3
tr|Q2QX83|Q2QX83_ORYSJ	INFORMATION STORAGE AND PROCESSING	Replication, recombination and repair 	KOG2045	5'-3' exonuclease XRN1/KEM1/SEP1 involved in DNA strand exchange and mRNA turnover	KOG2045, 5'-3' exonuclease XRN1/KEM1/SEP1 involved in DNA strand exchange and mRNA turnover [Replication, recombination and repair, Cell cycle control, cell division, chromosome partitioning]	CDD:229984	20.202	198	120	5	364	541	1274	1453	0.00028	42.6
tr|Q2QX83|Q2QX83_ORYSJ	POORLY CHARACTERIZED	General function prediction only 	KOG0391	SNF2 family DNA-dependent ATPase	KOG0391, SNF2 family DNA-dependent ATPase [General function prediction only]	CDD:228340	18.44	282	189	8	427	687	1662	1923	0.000325	42.3
tr|Q2QX83|Q2QX83_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG4248	Ubiquitin-like protein, regulator of apoptosis	KOG4248, Ubiquitin-like protein, regulator of apoptosis [Posttranslational modification, protein turnover, chaperones]	CDD:232177	15.2	375	278	12	300	665	445	788	0.000407	41.9
tr|Q2QX83|Q2QX83_ORYSJ	INFORMATION STORAGE AND PROCESSING	RNA processing and modification 	KOG0119	Splicing factor 1/branch point binding protein (RRM superfamily)	KOG0119, Splicing factor 1/branch point binding protein (RRM superfamily) [RNA processing and modification]	CDD:228069	20.297	202	134	6	419	607	362	549	0.000525	41.4
tr|Q2QX83|Q2QX83_ORYSJ	METABOLISM	Nucleotide transport and metabolism 	KOG2057	Predicted equilibrative nucleoside transporter protein	KOG2057, Predicted equilibrative nucleoside transporter protein [Nucleotide transport and metabolism]	CDD:229996	17.073	205	153	6	437	629	267	466	0.000543	41.3
tr|Q2QX83|Q2QX83_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG3535	Adaptor protein Disabled	KOG3535, Adaptor protein Disabled [Signal transduction mechanisms]	CDD:231471	23.129	147	87	9	526	668	224	348	0.00058	41.2
tr|Q2QX83|Q2QX83_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Intracellular trafficking, secretion, and vesicular transport 	KOG1985	Vesicle coat complex COPII, subunit SEC24/subunit SFB2	KOG1985, Vesicle coat complex COPII, subunit SEC24/subunit SFB2 [Intracellular trafficking, secretion, and vesicular transport]	CDD:229924	18.421	190	139	6	549	724	7	194	0.000635	41.3
tr|Q2QX83|Q2QX83_ORYSJ	INFORMATION STORAGE AND PROCESSING	Transcription 	KOG2588	Predicted DNA-binding protein	KOG2588, Predicted DNA-binding protein [Transcription]	CDD:230527	17.2	250	156	12	419	623	33	276	0.000858	41.0
tr|Q2Y4K2|Q2Y4K2_UNCAX	METABOLISM	Inorganic ion transport and metabolism 	KOG1055	GABA-B ion channel receptor subunit GABABR1 and related subunits, G-protein coupled receptor superfamily	KOG1055, GABA-B ion channel receptor subunit GABABR1 and related subunits, G-protein coupled receptor superfamily [Inorganic ion transport and metabolism, Amino acid transport and metabolism, Signal transduction mechanisms]	CDD:229001	20.725	386	256	14	33	389	45	409	2.87e-10	60.2
tr|Q2Y4K2|Q2Y4K2_UNCAX	METABOLISM	Inorganic ion transport and metabolism 	KOG1056	Glutamate-gated metabotropic ion channel receptor subunit GRM2 and related subunits, G-protein coupled receptor superfamily	KOG1056, Glutamate-gated metabotropic ion channel receptor subunit GRM2 and related subunits, G-protein coupled receptor superfamily [Inorganic ion transport and metabolism, Signal transduction mechanisms]	CDD:229002	18.831	462	278	21	10	391	5	449	1.7e-09	57.8
tr|Q30VU1|Q30VU1_OLEA2	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0710	Molecular chaperone (small heat-shock protein Hsp26/Hsp42)	KOG0710, Molecular chaperone (small heat-shock protein Hsp26/Hsp42) [Posttranslational modification, protein turnover, chaperones]	CDD:228657	33.6	125	75	5	69	189	76	196	5.39e-20	81.0
tr|Q30VU1|Q30VU1_OLEA2	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG3591	Alpha crystallins	KOG3591, Alpha crystallins [Posttranslational modification, protein turnover, chaperones]	CDD:231526	25.899	139	91	5	53	187	31	161	3.72e-17	72.8
tr|Q31UK4|Q31UK4_SHIBS	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0910	Thioredoxin-like protein	KOG0910, Thioredoxin-like protein [Posttranslational modification, protein turnover, chaperones]	CDD:228856	46.939	98	52	0	26	123	48	145	1.7999999999999998e-42	134.0
tr|Q31UK4|Q31UK4_SHIBS	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0907	Thioredoxin	KOG0907, Thioredoxin [Posttranslational modification, protein turnover, chaperones]	CDD:228853	28.571	105	72	3	22	125	3	105	3.6200000000000004e-27	94.7
tr|Q31UK4|Q31UK4_SHIBS	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0191	Thioredoxin/protein disulfide isomerase	KOG0191, Thioredoxin/protein disulfide isomerase [Posttranslational modification, protein turnover, chaperones]	CDD:228140	36.364	110	70	0	18	127	26	135	1.9799999999999998e-23	90.7
tr|Q31UK4|Q31UK4_SHIBS	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0191	Thioredoxin/protein disulfide isomerase	KOG0191, Thioredoxin/protein disulfide isomerase [Posttranslational modification, protein turnover, chaperones]	CDD:228140	35.294	85	53	1	22	104	145	229	1.71e-17	74.5
tr|Q31UK4|Q31UK4_SHIBS	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0191	Thioredoxin/protein disulfide isomerase	KOG0191, Thioredoxin/protein disulfide isomerase [Posttranslational modification, protein turnover, chaperones]	CDD:228140	26.667	105	72	2	22	123	272	374	1.15e-09	52.2
tr|Q31UK4|Q31UK4_SHIBS	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0908	Thioredoxin-like protein	KOG0908, Thioredoxin-like protein [Posttranslational modification, protein turnover, chaperones]	CDD:228854	39.0	100	57	4	23	120	3	100	1.99e-20	81.8
tr|Q31UK4|Q31UK4_SHIBS	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0190	Protein disulfide isomerase (prolyl 4-hydroxylase beta subunit)	KOG0190, Protein disulfide isomerase (prolyl 4-hydroxylase beta subunit) [Posttranslational modification, protein turnover, chaperones]	CDD:228139	35.632	87	52	2	23	106	27	112	3.31e-16	70.9
tr|Q31UK4|Q31UK4_SHIBS	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0190	Protein disulfide isomerase (prolyl 4-hydroxylase beta subunit)	KOG0190, Protein disulfide isomerase (prolyl 4-hydroxylase beta subunit) [Posttranslational modification, protein turnover, chaperones]	CDD:228139	32.075	106	62	4	26	125	371	472	1.42e-15	69.3
tr|Q31UK4|Q31UK4_SHIBS	POORLY CHARACTERIZED	General function prediction only 	KOG4277	Uncharacterized conserved protein, contains thioredoxin domain	KOG4277, Uncharacterized conserved protein, contains thioredoxin domain [General function prediction only]	CDD:232206	35.052	97	57	3	28	121	34	127	3.16e-15	68.2
tr|Q31UK4|Q31UK4_SHIBS	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning 	KOG1731	FAD-dependent sulfhydryl oxidase/quiescin and related proteins	KOG1731, FAD-dependent sulfhydryl oxidase/quiescin and related proteins [Cell cycle control, cell division, chromosome partitioning]	CDD:229670	26.496	117	77	3	20	127	38	154	1.93e-12	60.2
tr|Q31UK4|Q31UK4_SHIBS	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0912	Thiol-disulfide isomerase and thioredoxin	KOG0912, Thiol-disulfide isomerase and thioredoxin [Posttranslational modification, protein turnover, chaperones, Energy production and conversion]	CDD:228858	33.721	86	51	2	26	106	1	85	1.62e-11	57.5
tr|Q31UK4|Q31UK4_SHIBS	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0911	Glutaredoxin-related protein	KOG0911, Glutaredoxin-related protein [Posttranslational modification, protein turnover, chaperones]	CDD:228857	23.077	78	59	1	36	113	14	90	1.38e-10	54.3
tr|Q31UK4|Q31UK4_SHIBS	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG0914	Thioredoxin-like protein	KOG0914, Thioredoxin-like protein [Posttranslational modification, protein turnover, chaperones]	CDD:228860	27.907	86	55	2	43	121	148	233	2.42e-06	42.5
tr|Q31UK4|Q31UK4_SHIBS	CELLULAR PROCESSES AND SIGNALING	Posttranslational modification, protein turnover, chaperones 	KOG1672	ATP binding protein	KOG1672, ATP binding protein [Posttranslational modification, protein turnover, chaperones, Energy production and conversion]	CDD:229613	27.143	70	50	1	42	111	87	155	0.001	35.1
tr|Q338A3|Q338A3_ORYSJ	POORLY CHARACTERIZED	General function prediction only 	KOG3087	Serine/threonine protein kinase	KOG3087, Serine/threonine protein kinase [General function prediction only]	CDD:231025	50.23	217	105	2	445	658	13	229	1.76e-91	280.0
tr|Q338A3|Q338A3_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG0192	Tyrosine kinase specific for activated (GTP-bound) p21cdc42Hs	KOG0192, Tyrosine kinase specific for activated (GTP-bound) p21cdc42Hs [Signal transduction mechanisms]	CDD:228141	22.581	186	124	7	412	592	21	191	2.45e-09	57.1
tr|Q338A3|Q338A3_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG0198	MEKK and related serine/threonine protein kinases	KOG0198, MEKK and related serine/threonine protein kinases [Signal transduction mechanisms]	CDD:228147	25.926	81	59	1	515	595	89	168	2.12e-08	54.0
tr|Q338A3|Q338A3_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG0583	Serine/threonine protein kinase	KOG0583, Serine/threonine protein kinase [Signal transduction mechanisms]	CDD:228531	27.451	102	59	2	519	620	97	183	8.99e-07	49.0
tr|Q338A3|Q338A3_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG0603	Ribosomal protein S6 kinase	KOG0603, Ribosomal protein S6 kinase [Signal transduction mechanisms]	CDD:228551	30.189	53	37	0	538	590	409	461	9.14e-07	49.7
tr|Q338A3|Q338A3_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG1164	Casein kinase (serine/threonine/tyrosine protein kinase)	KOG1164, Casein kinase (serine/threonine/tyrosine protein kinase) [Signal transduction mechanisms]	CDD:229107	19.745	157	109	7	446	592	25	174	9.25e-07	48.7
tr|Q338A3|Q338A3_ORYSJ	POORLY CHARACTERIZED	General function prediction only 	KOG0594	Protein kinase PCTAIRE and related kinases	KOG0594, Protein kinase PCTAIRE and related kinases [General function prediction only]	CDD:228542	28.916	83	55	3	518	598	93	173	1.05e-06	48.5
tr|Q338A3|Q338A3_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG0581	Mitogen-activated protein kinase kinase (MAP2K)	KOG0581, Mitogen-activated protein kinase kinase (MAP2K) [Signal transduction mechanisms]	CDD:228529	34.722	72	43	3	522	592	158	226	1.97e-06	48.1
tr|Q338A3|Q338A3_ORYSJ	POORLY CHARACTERIZED	General function prediction only 	KOG0667	Dual-specificity tyrosine-phosphorylation regulated kinase	KOG0667, Dual-specificity tyrosine-phosphorylation regulated kinase [General function prediction only]	CDD:228614	26.316	95	64	3	517	610	263	352	2.39e-06	48.2
tr|Q338A3|Q338A3_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning 	KOG1166	Mitotic checkpoint serine/threonine protein kinase	KOG1166, Mitotic checkpoint serine/threonine protein kinase [Cell cycle control, cell division, chromosome partitioning]	CDD:229109	25.641	78	50	2	522	593	774	849	4.6e-06	47.5
tr|Q338A3|Q338A3_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG0193	Serine/threonine protein kinase RAF	KOG0193, Serine/threonine protein kinase RAF [Signal transduction mechanisms]	CDD:228142	32.692	52	34	1	545	596	489	539	5.45e-06	47.1
tr|Q338A3|Q338A3_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG1989	ARK protein kinase family	KOG1989, ARK protein kinase family [Signal transduction mechanisms]	CDD:229928	21.739	161	96	9	448	590	43	191	9.72e-06	46.3
tr|Q338A3|Q338A3_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG0032	Ca2+/calmodulin-dependent protein kinase, EF-Hand protein superfamily	KOG0032, Ca2+/calmodulin-dependent protein kinase, EF-Hand protein superfamily [Signal transduction mechanisms]	CDD:227983	19.171	193	128	7	415	594	11	188	1.24e-05	45.5
tr|Q338A3|Q338A3_ORYSJ	POORLY CHARACTERIZED	General function prediction only 	KOG0593	Predicted protein kinase KKIAMRE	KOG0593, Predicted protein kinase KKIAMRE [General function prediction only]	CDD:228541	31.579	95	60	5	516	610	76	165	1.56e-05	45.1
tr|Q338A3|Q338A3_ORYSJ	POORLY CHARACTERIZED	Function unknown 	KOG4422	Uncharacterized conserved protein	KOG4422, Uncharacterized conserved protein [Function unknown]	CDD:232351	16.438	292	175	10	188	421	183	463	1.91e-05	45.4
tr|Q338A3|Q338A3_ORYSJ	POORLY CHARACTERIZED	General function prediction only 	KOG0589	Serine/threonine protein kinase	KOG0589, Serine/threonine protein kinase [General function prediction only]	CDD:228537	29.762	84	52	4	522	602	84	163	2.84e-05	44.4
tr|Q338A3|Q338A3_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Cell cycle control, cell division, chromosome partitioning 	KOG0600	Cdc2-related protein kinase	KOG0600, Cdc2-related protein kinase [Cell cycle control, cell division, chromosome partitioning]	CDD:228548	32.468	77	43	4	519	592	195	265	3.63e-05	44.4
tr|Q338A3|Q338A3_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG1345	Serine/threonine kinase	KOG1345, Serine/threonine kinase [Signal transduction mechanisms]	CDD:229287	32.759	58	38	1	537	593	114	171	0.000133	42.2
tr|Q338A3|Q338A3_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG1240	Protein kinase containing WD40 repeats	KOG1240, Protein kinase containing WD40 repeats [Signal transduction mechanisms]	CDD:229182	40.351	57	31	3	549	604	125	179	0.000227	42.1
tr|Q338A3|Q338A3_ORYSJ	CELLULAR PROCESSES AND SIGNALING	Signal transduction mechanisms 	KOG1025	Epidermal growth factor receptor EGFR and related tyrosine kinases	KOG1025, Epidermal growth factor receptor EGFR and related tyrosine kinases [Signal transduction mechanisms]	CDD:228971	32.727	55	34	2	541	594	795	847	0.000254	41.7
sp|Q39Q56|ATPB_GEOMG	METABOLISM	Energy production and conversion 	KOG1350	F0F1-type ATP synthase, beta subunit	KOG1350, F0F1-type ATP synthase, beta subunit [Energy production and conversion]	CDD:229292	75.899	473	102	3	4	470	51	517	0.0	864.0
sp|Q39Q56|ATPB_GEOMG	METABOLISM	Energy production and conversion 	KOG1351	Vacuolar H+-ATPase V1 sector, subunit B	KOG1351, Vacuolar H+-ATPase V1 sector, subunit B [Energy production and conversion]	CDD:229293	27.949	390	247	10	47	411	63	443	4.77e-31	122.0
sp|Q39Q56|ATPB_GEOMG	METABOLISM	Energy production and conversion 	KOG1352	Vacuolar H+-ATPase V1 sector, subunit A	KOG1352, Vacuolar H+-ATPase V1 sector, subunit A [Energy production and conversion]	CDD:229294	28.571	308	174	11	136	411	231	524	8.209999999999999e-24	102.0
sp|Q39Q56|ATPB_GEOMG	METABOLISM	Energy production and conversion 	KOG1353	F0F1-type ATP synthase, alpha subunit	KOG1353, F0F1-type ATP synthase, alpha subunit [Energy production and conversion]	CDD:229295	33.333	96	56	1	79	174	84	171	0.000121	41.8
