qseqid	DB ID	Protein description	DB description	EC number	CDD ID	taxonomic_range_name	taxonomic_range	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
tr|F4BVE2|F4BVE2_METSG	TIGR01978	Fe-S cluster assembly ATPase SufC	FeS assembly ATPase SufC. SufC is part of the SUF system, shown in E. coli to consist of six proteins and believed to act in Fe-S cluster formation during oxidative stress. SufC forms a complex with SufB and SufD. SufC belongs to the ATP-binding cassette transporter family (pfam00005) but is no longer thought to be part of a transporter. The complex is reported as cytosolic () or associated with the membrane (). The SUF system also includes a cysteine desulfurase (SufS, enhanced by SufE) and a probable iron-sulfur cluster assembly scaffold protein, SufA. [Biosynthesis of cofactors, prosthetic groups, and carriers, Other]		CDD:273907	cellular organisms	131567	40.323	248.0	123.0	5.0	7.0	237.0	1.0	240.0	4.6600000000000004e-79	235.0
tr|F4BVK7|F4BVK7_METSG	cl00192		N/A. This enzyme EC:2.7.4.7 is part of the Thiamine pyrophosphate (TPP) synthesis pathway, TPP is an essential cofactor for many enzymes.		CDD:469648												
tr|F4BVK8|F4BVK8_METSG	cl21454		Rossmann-fold NAD(P)(+)-binding proteins. This domain is found in Enoyl-(Acyl carrier protein) reductases.		CDD:473865												
tr|F4BVQ8|F4BVQ8_METSG	cl01709		The substrate-binding domain of an ABC-type nickel/oligopeptide-like import system contains the type 2 periplasmic binding fold. The borders of this family are based on the PDBSum definitions of the domain edges for Swiss:P06202.		CDD:445520												
tr|F4BVR1|F4BVR1_METSG	TIGR03288	CoB--CoM heterodisulfide reductase subunit B	CoB--CoM heterodisulfide reductase, subunit B. Members of this protein family are subunit B of the CoB--CoM heterodisulfide reductase, or simply heterodisulfide reductase, found in methanogenic archaea. Some archaea species have two copies, HdrB1 and HdrB2.	1.8.98.1	CDD:132331	Archaea	2157	24.211	285.0	164.0	8.0	166.0	413.0	1.0	270.0	1.97e-12	64.4
tr|F4BVX4|F4BVX4_METSG	cl21454		Rossmann-fold NAD(P)(+)-binding proteins. This domain is found in Enoyl-(Acyl carrier protein) reductases.		CDD:473865												
tr|F4BVZ3|F4BVZ3_METSG	TIGR03269	methyl coenzyme M reductase system, component A2	methyl coenzyme M reductase system, component A2. The enzyme that catalyzes the final step in methanogenesis, methyl coenzyme M reductase, contains alpha, beta, and gamma chains. In older literature, the complex of alpha, beta, and gamma chains was termed component C, while this single chain protein was termed methyl coenzyme M reductase system component A2. [Energy metabolism, Methanogenesis]		CDD:132313	Archaea	2157	62.835	522.0	189.0	3.0	5.0	523.0	1.0	520.0	0.0	794.0
tr|F4BVZ3|F4BVZ3_METSG	TIGR03269	methyl coenzyme M reductase system, component A2	methyl coenzyme M reductase system, component A2. The enzyme that catalyzes the final step in methanogenesis, methyl coenzyme M reductase, contains alpha, beta, and gamma chains. In older literature, the complex of alpha, beta, and gamma chains was termed component C, while this single chain protein was termed methyl coenzyme M reductase system component A2. [Energy metabolism, Methanogenesis]		CDD:132313	Archaea	2157	28.519	270.0	147.0	7.0	300.0	531.0	13.0	274.0	3.21e-27	112.0
tr|F4BVZ4|F4BVZ4_METSG	cl00197		N/A. cyclophilin; Provisional		CDD:469651												
tr|F4BVZ7|F4BVZ7_METSG	cl49607		ATPase-like domain of the ASKHA (Acetate and Sugar Kinases/Hsc70/Actin) superfamily. This subfamily is composed of uncharacterized proteins belonging to the the kinase (ROK) family, a group of proteins that have sugar kinase and/or transcriptional repressor activities. Members of this subfamily lack the cysteine-rich zinc-binding motif, which presents in other ROK families.		CDD:483947												
tr|F4BW31|F4BW31_METSG	TIGR00653	type I glutamate--ammonia ligase	glutamine synthetase, type I. Alternate name: glutamate--ammonia ligase. This model represents the dodecameric form, which can be subdivided into 1-alpha and 1-beta forms. The phylogeny of the 1-alpha and 1-beta forms appears polyphyletic. E. coli, Synechocystis PCC6803, Aquifex aeolicus, and the crenarcheon Sulfolobus acidocaldarius have form 1-beta, while Bacillus subtilis, Thermotoga maritima, and various euryarchaea has form 1-alpha. The 1-beta dodecamer from the crenarcheon Sulfolobus acidocaldarius differs from that in E. coli in that it is not regulated by adenylylation. [Amino acid biosynthesis, Glutamate family]	6.3.1.2	CDD:273198	cellular organisms	131567	46.436	463.0	216.0	9.0	5.0	439.0	1.0	459.0	0.0	548.0
tr|F4BWA3|F4BWA3_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	23.711	194.0	140.0	2.0	35.0	228.0	141.0	326.0	1.14e-18	82.4
tr|F4BWA3|F4BWA3_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	22.105	190.0	141.0	1.0	67.0	256.0	138.0	320.0	5.1e-18	80.5
tr|F4BWA3|F4BWA3_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	24.887	221.0	138.0	2.0	35.0	228.0	175.0	394.0	6.96e-14	68.2
tr|F4BWA3|F4BWA3_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	20.106	189.0	142.0	3.0	68.0	256.0	717.0	896.0	1.2e-10	58.6
tr|F4BWA3|F4BWA3_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	26.042	192.0	132.0	3.0	38.0	228.0	450.0	632.0	4.29e-10	56.6
tr|F4BWA3|F4BWA3_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	17.01	194.0	152.0	2.0	35.0	228.0	617.0	801.0	1.23e-08	52.4
tr|F4BWA3|F4BWA3_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	20.548	219.0	132.0	3.0	68.0	251.0	36.0	247.0	2.04e-08	51.6
tr|F4BWA3|F4BWA3_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	23.585	212.0	143.0	3.0	21.0	228.0	538.0	734.0	1.15e-07	49.3
tr|F4BWA3|F4BWA3_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	22.581	186.0	132.0	4.0	45.0	228.0	355.0	530.0	8.34e-07	46.6
tr|F4BWA3|F4BWA3_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	25.21	119.0	88.0	1.0	35.0	153.0	311.0	428.0	0.000126	40.1
tr|F4BWB0|F4BWB0_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	20.509	629.0	402.0	18.0	44.0	666.0	140.0	676.0	4.9e-22	98.6
tr|F4BWB0|F4BWB0_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	18.721	657.0	427.0	24.0	44.0	656.0	174.0	767.0	5.82e-19	88.6
tr|F4BWB0|F4BWB0_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	21.515	330.0	227.0	6.0	346.0	672.0	142.0	442.0	1.17e-18	87.8
tr|F4BWB0|F4BWB0_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	22.0	250.0	172.0	7.0	420.0	661.0	63.0	297.0	1.53e-15	77.8
tr|F4BWB0|F4BWB0_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	21.834	229.0	140.0	7.0	461.0	675.0	6.0	209.0	5.31e-10	59.7
tr|F4BWB0|F4BWB0_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	21.448	732.0	436.0	23.0	29.0	651.0	196.0	897.0	7.35e-10	59.3
tr|F4BWB0|F4BWB0_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	20.619	194.0	123.0	5.0	11.0	180.0	450.0	636.0	1.29e-05	45.5
tr|F4BWB2|F4BWB2_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	19.861	574.0	343.0	18.0	48.0	559.0	148.0	666.0	1.11e-12	67.8
tr|F4BWB2|F4BWB2_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	19.048	525.0	336.0	22.0	46.0	556.0	85.0	534.0	1.74e-10	60.9
tr|F4BWB2|F4BWB2_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	23.864	176.0	117.0	6.0	394.0	567.0	106.0	266.0	1.65e-05	44.7
tr|F4BWB2|F4BWB2_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	20.775	284.0	174.0	9.0	306.0	562.0	545.0	804.0	3.88e-05	43.5
tr|F4BWB2|F4BWB2_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	19.136	324.0	185.0	10.0	310.0	577.0	175.0	477.0	0.000115	42.0
tr|F4BWB2|F4BWB2_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	17.881	604.0	335.0	22.0	38.0	537.0	274.0	820.0	0.000132	42.0
tr|F4BWB4|F4BWB4_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	21.591	440.0	286.0	7.0	391.0	800.0	19.0	429.0	7.94e-17	82.1
tr|F4BWB4|F4BWB4_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	22.193	383.0	252.0	11.0	406.0	783.0	171.0	512.0	5.95e-16	79.4
tr|F4BWB4|F4BWB4_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	19.518	830.0	519.0	24.0	2.0	787.0	139.0	863.0	4.14e-12	66.6
tr|F4BWB4|F4BWB4_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	21.194	821.0	513.0	28.0	2.0	788.0	36.0	756.0	1.41e-10	61.6
tr|F4BWB5|F4BWB5_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	20.489	981.0	587.0	34.0	20.0	949.0	59.0	897.0	1.31e-24	108.0
tr|F4BWB5|F4BWB5_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	19.786	748.0	471.0	21.0	217.0	942.0	48.0	688.0	1.22e-20	95.2
tr|F4BWB5|F4BWB5_METSG	TIGR02917	PEP-CTERM system TPR-repeat protein PrsT	putative PEP-CTERM system TPR-repeat lipoprotein. This protein family occurs in strictly within a subset of Gram-negative bacterial species with the proposed PEP-CTERM/exosortase system, analogous to the LPXTG/sortase system common in Gram-positive bacteria. This protein occurs in a species if and only if a transmembrane histidine kinase (TIGR02916) and a DNA-binding response regulator (TIGR02915) also occur. The present of tetratricopeptide repeats (TPR) suggests protein-protein interaction, possibly for the regulation of PEP-CTERM protein expression, since many PEP-CTERM proteins in these genomes are preceded by a proposed DNA binding site for the response regulator.		CDD:274350	Bacteria	2	20.727	550.0	302.0	18.0	382.0	925.0	36.0	457.0	6.7e-17	83.2
tr|F4BWF3|F4BWF3_METSG	TIGR00119	acetolactate synthase small subunit	acetolactate synthase, small subunit. Acetolactate synthase is a heterodimeric thiamine pyrophosphate enzyme with large and small subunits. One of the three isozymes in E. coli K12 contains a frameshift in the large subunit gene and is not expressed. acetohydroxyacid synthase is a synonym. [Amino acid biosynthesis, Pyruvate family]	2.2.1.6	CDD:272916	cellular organisms	131567	56.688	157.0	68.0	0.0	2.0	158.0	1.0	157.0	1.11e-68	202.0
tr|F4BWH0|F4BWH0_METSG	TIGR00652	diaminopimelate epimerase	diaminopimelate epimerase. [Amino acid biosynthesis, Aspartate family]	5.1.1.7	CDD:273197	cellular organisms	131567	45.353	269.0	135.0	7.0	23.0	286.0	3.0	264.0	1.39e-92	272.0
tr|F4BWJ6|F4BWJ6_METSG	TIGR03921	type VII secretion-associated serine protease mycosin	type VII secretion-associated serine protease mycosin. Members of this family are subtilisin-related serine proteases, found strictly in the Actinobacteria and associated with type VII secretion operons. The designation mycosin is used for members from Mycobacterium. [Protein fate, Protein and peptide secretion and trafficking, Protein fate, Protein modification and repair]	3.4.21.-	CDD:274856	Actinobacteria	1760	30.216	278.0	125.0	9.0	165.0	431.0	12.0	231.0	1.46e-37	142.0
tr|F4BWM9|F4BWM9_METSG	cl11685		CO dehydrogenase/acetyl-CoA synthase complex beta subunit. acetyl-CoA decarbonylase/synthase complex subunit beta; Reviewed		CDD:448342												
tr|F4BWN6|F4BWN6_METSG	cl00015		nucleotidyl transferase superfamily. This family is composed of the C-terminal domain of citrate lyase ligase EC:6.2.1.22.		CDD:469580												
