qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	Entry	Entry Name	Protein names	Gene Ontology (GO)	Function [CC]	EC number	Annotation	Protein families	Pfam
tr|F4BT96|F4BT96_METSG	F4BT96	100.0	242	0	0	1	242	1	242	3.3199999999999994e-92	286.0	F4BT96	F4BT96_METSG	Tetratricopeptide repeat protein				1.0		PF13432;PF14559;
tr|F4BT57|F4BT57_METSG	A0A843JXV8	100.0	471	0	0	1	471	1	471	1.0299999999999996e-111	347.0	A0A843JXV8	A0A843JXV8_9EURY	Pentapeptide repeat-containing protein				1.0		PF13576;
tr|F4BT19|F4BT19_METSG	F4BT19	100.0	278	0	0	1	278	1	278	1.5699999999999996e-137	398.0	F4BT19	F4BT19_METSG	LTD domain-containing protein				1.0		PF00932;
tr|F4BT02|F4BT02_METSG	F4BT02	100.0	387	0	0	1	387	1	387	8.819999999999996e-270	742.0	F4BT02	F4BT02_METSG	Arginine biosynthesis bifunctional protein ArgJ [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase (EC 2.3.1.35) (Ornithine acetyltransferase) (OATase) (Ornithine transacetylase); Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGSase)]	cytoplasm [GO:0005737]; glutamate N-acetyltransferase activity [GO:0004358]; L-glutamate N-acetyltransferase activity [GO:0004042]; L-arginine biosynthetic process [GO:0006526]; ornithine biosynthetic process [GO:0006592]	FUNCTION: Catalyzes two activities which are involved in the cyclic version of arginine biosynthesis: the synthesis of N-acetylglutamate from glutamate and acetyl-CoA as the acetyl donor, and of ornithine by transacetylation between N(2)-acetylornithine and glutamate. {ECO:0000256|HAMAP-Rule:MF_01106}.	2.3.1.1; 2.3.1.35	3.0	ArgJ family	PF01960;
tr|F4BT00|F4BT00_METSG	A0A1V4VDP5	100.0	341	0	0	1	341	1	341	7.569999999999997e-250	687.0	A0A1V4VDP5	A0A1V4VDP5_9EURY	N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase)	cytoplasm [GO:0005737]; N-acetyl-gamma-glutamyl-phosphate reductase activity [GO:0003942]; NAD binding [GO:0051287]; NADP+ binding [GO:0070401]; L-arginine biosynthetic process [GO:0006526]	FUNCTION: Catalyzes the NADPH-dependent reduction of N-acetyl-5-glutamyl phosphate to yield N-acetyl-L-glutamate 5-semialdehyde. {ECO:0000256|HAMAP-Rule:MF_00150}.	1.2.1.38	3.0	NAGSA dehydrogenase family, Type 1 subfamily	PF01118;PF22698;
tr|F4BSZ0|F4BSZ0_METSG	A0A7K4AFW0	100.0	545	0	0	1	545	1	545	0.0	997.0	A0A7K4AFW0	A0A7K4AFW0_METSH	Thermosome subunit	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein folding chaperone [GO:0140662]; unfolded protein binding [GO:0051082]			1.0	TCP-1 chaperonin family	PF00118;
tr|F4BSY4|F4BSY4_METSG	F4BSY4	100.0	299	0	0	1	299	1	299	1.1399999999999996e-207	577.0	F4BSY4	F4BSY4_METSG	Thioredoxin reductase (EC 1.8.1.9)	thioredoxin-disulfide reductase (NADPH) activity [GO:0004791]		1.8.1.9	1.0		PF07992;
tr|F4BSY2|F4BSY2_METSG	F4BSY2	100.0	287	0	0	1	287	1	287	1.1999999999999996e-187	526.0	F4BSY2	F4BSY2_METSG	Universal stress protein				1.0	Universal stress protein A family	PF00582;
tr|F4BSV7|F4BSV7_METSG	F4BSV7	100.0	318	0	0	1	318	1	318	4.989999999999997e-232	640.0	F4BSV7	F4BSV7_METSG	PEGA domain-containing protein				1.0		
tr|F4BSV6|F4BSV6_METSG	F4BSV6	100.0	234	0	0	1	234	1	234	1.0899999999999997e-168	473.0	F4BSV6	F4BSV6_METSG	DUF169 domain-containing protein				1.0		PF02596;
tr|F4BSV0|F4BSV0_METSG	A0A7K4AII1	100.0	395	0	0	1	395	1	395	1.2599999999999995e-273	752.0	A0A7K4AII1	A0A7K4AII1_METSH	Bifunctional enzyme Fae/Hps [Includes: 5,6,7,8-tetrahydromethanopterin hydro-lyase (EC 4.2.1.147) (Formaldehyde-activating enzyme) (Fae); 3-hexulose-6-phosphate synthase (HPS) (EC 4.1.2.43) (D-arabino-3-hexulose-6-phosphate formaldehyde lyase)]	3-dehydro-L-gulonate-6-phosphate decarboxylase activity [GO:0033982]; carbon-nitrogen lyase activity [GO:0016840]; hexulose-6-phosphate synthase activity [GO:0043801]; hydro-lyase activity [GO:0016836]; orotidine-5'-phosphate decarboxylase activity [GO:0004590]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; carbohydrate biosynthetic process [GO:0016051]; L-ascorbic acid catabolic process [GO:0019854]	FUNCTION: Catalyzes the condensation of formaldehyde with tetrahydromethanopterin (H(4)MPT) to 5,10-methylenetetrahydromethanopterin. {ECO:0000256|HAMAP-Rule:MF_01268}.; FUNCTION: Catalyzes the reversible formation of ribulose-5-phosphate and formaldehyde from 3-hexulose-6-phosphate. {ECO:0000256|HAMAP-Rule:MF_01268}.	4.1.2.43; 4.2.1.147	3.0	HPS/KGPDC family, HPS subfamily; Formaldehyde-activating enzyme family	PF08714;PF00215;
tr|F4BSU0|F4BSU0_METSG	A0A1V4UPM3	100.0	223	0	0	1	223	1	223	6.779999999999997e-153	432.0	A0A1V4UPM3	A0A1V4UPM3_9EURY	8-hydroxy-5-deazaflavin:NADPH oxidoreductase (EC 1.5.1.40)	plasma membrane [GO:0005886]; 8-hydroxy-5-deazaflavin:NADPH oxidoreductase activity [GO:0102261]; coenzyme F420 binding [GO:0070967]; cupric reductase (NADH) activity [GO:0008823]; ferric-chelate reductase (NADPH) activity [GO:0052851]; NADP binding [GO:0050661]; oxidoreductase activity, acting on NAD(P)H [GO:0016651]; copper ion import [GO:0015677]; NADPH regeneration [GO:0006740]		1.5.1.40	2.0		PF03807;
tr|F3ZW32|F3ZW32_MAHA5	F3ZW32	100.0	652	0	0	1	652	1	652	0.0	1329.0	F3ZW32	F3ZW32_MAHA5	Extracellular solute-binding protein family 5	peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]			1.0		PF00496;
tr|F3ZW26|F3ZW26_MAHA5	F3ZW26	100.0	659	0	0	1	659	1	659	0.0	1343.0	F3ZW26	F3ZW26_MAHA5	Extracellular solute-binding protein family 5	peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]			1.0		PF00496;
tr|F3ZW14|F3ZW14_MAHA5	F3ZW14	100.0	669	0	0	1	669	1	669	0.0	1328.0	F3ZW14	F3ZW14_MAHA5	Extracellular solute-binding protein family 5	peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]			1.0		PF00496;
tr|F3ZSW6|F3ZSW6_9BACE	F3ZSW6	100.0	1086	0	0	1	1086	1	1086	0.0	2186.0	F3ZSW6	F3ZSW6_9BACE	TonB-dependent receptor plug	cell outer membrane [GO:0009279]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0	TonB-dependent receptor family	PF13715;PF07715;
tr|F3Z6N0|F3Z6N0_9ACTN	F3Z6N0	100.0	1106	0	0	1	1106	1	1106	0.0	2216.0	F3Z6N0	F3Z6N0_9ACTN	Putative Alpha-L-fucosidase	alpha-L-fucosidase activity [GO:0004560]; carbohydrate metabolic process [GO:0005975]			1.0		PF00754;PF14498;PF21307;PF22124;
tr|F3C692|F3C692_PSESG	F3C692	100.0	710	0	0	1	710	1	710	0.0	1420.0	F3C692	F3C692_PSESG	Maltooligosyl trehalose synthase (EC 5.4.99.15)	(1,4)-alpha-D-glucan 1-alpha-D-glucosylmutase activity [GO:0047470]; alpha-glucan catabolic process [GO:0030980]; trehalose biosynthetic process [GO:0005992]		5.4.99.15	1.0		
tr|F2NIT3|F2NIT3_DESAR	F2NIT3	100.0	533	0	0	1	533	1	533	0.0	1036.0	F2NIT3	F2NIT3_DESAR	Phosphate-selective porin O and P				1.0		PF07396;
tr|F2NIQ2|F2NIQ2_DESAR	F2NIQ2	100.0	158	0	0	1	158	1	158	7.319999999999998e-107	311.0	F2NIQ2	F2NIQ2_DESAR	UspA domain-containing protein	ATP binding [GO:0005524]			1.0	Universal stress protein A family	PF00582;
tr|F2NIN1|F2NIN1_DESAR	F2NIN1	100.0	468	0	0	1	468	1	468	0.0	979.0	F2NIN1	F2NIN1_DESAR	Uncharacterized protein				1.0		
tr|F2NIN0|F2NIN0_DESAR	F2NIN0	100.0	470	0	0	1	470	1	470	0.0	978.0	F2NIN0	F2NIN0_DESAR	Porin				1.0		
tr|F2NHE4|F2NHE4_DESAR	F2NHE4	100.0	691	0	0	1	691	1	691	0.0	1409.0	F2NHE4	F2NHE4_DESAR	TonB-dependent receptor plug	cell outer membrane [GO:0009279]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0	TonB-dependent receptor family	PF07715;PF00593;
tr|F2NH78|F2NH78_DESAR	F2NH78	100.0	902	0	0	1	902	1	902	0.0	1828.0	F2NH78	F2NH78_DESAR	Formate dehydrogenase, alpha subunit (EC 1.7.99.4)	membrane [GO:0016020]; 2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; formate dehydrogenase (NAD+) activity [GO:0008863]; metal ion binding [GO:0046872]; molybdopterin cofactor binding [GO:0043546]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; NADH dehydrogenase activity [GO:0003954]; ATP synthesis coupled electron transport [GO:0042773]; formate metabolic process [GO:0015942]		1.7.99.4	2.0	Prokaryotic molybdopterin-containing oxidoreductase family	PF13510;PF12838;PF04879;PF00384;PF01568;PF10588;
tr|F2NG50|F2NG50_DESAR	F2NG50	100.0	279	0	0	1	279	1	279	8.009999999999996e-198	551.0	F2NG50	F2NG50_DESAR	Phosphate-binding protein	phosphate ion binding [GO:0042301]; phosphate ion transport [GO:0006817]	FUNCTION: Involved in the system for phosphate transport across the cytoplasmic membrane. {ECO:0000256|RuleBase:RU367119}.		2.0	PstS family	PF12849;
tr|F2NDC8|F2NDC8_DESAR	F2NDC8	100.0	124	0	0	1	124	1	124	2.3099999999999995e-89	264.0	F2NDC8	F2NDC8_DESAR	Desulfoferrodoxin (EC 1.15.1.2) (Superoxide reductase)	iron ion binding [GO:0005506]; superoxide reductase activity [GO:0050605]; removal of superoxide radicals [GO:0019430]	FUNCTION: Catalyzes the one-electron reduction of superoxide anion radical to hydrogen peroxide at a nonheme ferrous iron center. Plays a fundamental role in case of oxidative stress via its superoxide detoxification activity. {ECO:0000256|ARBA:ARBA00024690}.	1.15.1.2	2.0	Desulfoferrodoxin family	PF06397;PF01880;
tr|F2LVE7|F2LVE7_HIPMA	F2LVE7	100.0	276	0	0	1	276	1	276	1.6899999999999991e-202	562.0	F2LVE7	F2LVE7_HIPMA	NHL repeat containing protein				1.0		
tr|F2KRX4|F2KRX4_ARCVS	F2KRX4	100.0	285	0	0	1	285	1	285	2.679999999999999e-199	555.0	F2KRX4	F2KRX4_ARCVS	Oxidoreductase FAD/NAD(P)-binding domain protein	2 iron, 2 sulfur cluster binding [GO:0051537]; flavin adenine dinucleotide binding [GO:0050660]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; pyrimidine nucleotide biosynthetic process [GO:0006221]			1.0		PF10418;
tr|F2II07|F2II07_FLUTR	F2II07	100.0	1394	0	0	1	1394	1	1394	0.0	2887.0	F2II07	F2II07_FLUTR	Secretion system C-terminal sorting domain-containing protein				1.0		
tr|F2IDL1|F2IDL1_FLUTR	F2IDL1	100.0	1055	0	0	1	1055	1	1055	0.0	1972.0	F2IDL1	F2IDL1_FLUTR	Secretion system C-terminal sorting domain-containing protein				1.0		PF23759;PF18962;
tr|F2IAK5|F2IAK5_FLUTR	F2IAK5	100.0	1338	0	0	1	1338	1	1338	0.0	2778.0	F2IAK5	F2IAK5_FLUTR	T9SS C-terminal target domain-containing protein				1.0		
tr|F0TCD5|F0TCD5_METLA	F0TCD5	100.0	249	0	0	1	249	1	249	1.9999999999999993e-167	471.0	F0TCD5	F0TCD5_METLA	Proteasome subunit alpha (20S proteasome alpha subunit) (Proteasome core protein PsmA)	cytoplasm [GO:0005737]; proteasome core complex, alpha-subunit complex [GO:0019773]; threonine-type endopeptidase activity [GO:0004298]; proteasomal protein catabolic process [GO:0010498]; ubiquitin-dependent protein catabolic process [GO:0006511]	FUNCTION: Component of the proteasome core, a large protease complex with broad specificity involved in protein degradation. {ECO:0000256|HAMAP-Rule:MF_00289, ECO:0000256|RuleBase:RU000552}.		2.0	Peptidase T1A family	PF00227;PF10584;
tr|F0TBV1|F0TBV1_METLA	F0TBV1	100.0	181	0	0	1	181	1	181	8.219999999999997e-122	350.0	F0TBV1	F0TBV1_METLA	TATA-box-binding protein (Box A-binding protein) (BAP) (TATA sequence-binding protein) (TBP) (TATA-box factor)	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-templated transcription initiation [GO:0006352]	FUNCTION: General factor that plays a role in the activation of archaeal genes transcribed by RNA polymerase. Binds specifically to the TATA box promoter element which lies close to the position of transcription initiation. {ECO:0000256|ARBA:ARBA00025680, ECO:0000256|HAMAP-Rule:MF_00408, ECO:0000256|RuleBase:RU000523}.		2.0	TBP family	PF00352;
tr|F0T9A8|F0T9A8_METLA	F0T9A8	100.0	315	0	0	1	315	1	315	9.589999999999996e-224	619.0	F0T9A8	F0T9A8_METLA	Pseudomurein-binding repeat-containing protein				1.0		PF09373;
tr|F0T8S1|F0T8S1_METLA	F0T8S1	100.0	310	0	0	1	310	1	310	5.7999999999999965e-227	627.0	F0T8S1	F0T8S1_METLA	Tetrahydromethanopterin S-methyltransferase subunit H (EC 7.2.1.4) (N5-methyltetrahydromethanopterin--coenzyme M methyltransferase subunit H)	tetrahydromethanopterin S-methyltransferase activity [GO:0030269]; methanogenesis, from carbon dioxide [GO:0019386]; methylation [GO:0032259]; one-carbon metabolic process [GO:0006730]	FUNCTION: Part of a complex that catalyzes the formation of methyl-coenzyme M and tetrahydromethanopterin from coenzyme M and methyl-tetrahydromethanopterin. This is an energy-conserving, sodium-ion translocating step. MtrH catalyzes the transfer of the methyl group from methyl-tetrahydromethanopterin to the corrinoid prosthetic group of MtrA. {ECO:0000256|HAMAP-Rule:MF_01501}.	7.2.1.4	2.0	MtrH family	PF02007;
tr|F0T7S9|F0T7S9_METLA	F0T7S9	100.0	658	0	0	1	658	1	658	0.0	1297.0	F0T7S9	F0T7S9_METLA	CoB--CoM heterodisulfide reductase iron-sulfur subunit A (EC 1.8.-.-)	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]	FUNCTION: Part of a complex that catalyzes the reversible reduction of CoM-S-S-CoB to the thiol-coenzymes H-S-CoM (coenzyme M) and H-S-CoB (coenzyme B). {ECO:0000256|RuleBase:RU366072}.	1.8.-.-	2.0	HdrA family	PF12831;PF00037;PF13237;
tr|F0RYJ5|F0RYJ5_SPHGB	F0RYJ5	100.0	512	0	0	1	512	1	512	0.0	1025.0	F0RYJ5	F0RYJ5_SPHGB	Extracellular solute-binding protein family 1	plasma membrane [GO:0005886]			1.0		PF13416;
tr|F0RUI1|F0RUI1_SPHGB	F0RUI1	100.0	356	0	0	1	356	1	356	2.6499999999999983e-253	697.0	F0RUI1	F0RUI1_SPHGB	Uncharacterized protein				1.0	UPF0065 (bug) family	PF03401;
tr|F0RU84|F0RU84_SPHGB	F0RU84	100.0	311	0	0	1	311	1	311	7.859999999999996e-221	612.0	F0RU84	F0RU84_SPHGB	Periplasmic binding protein/LacI transcriptional regulator	cell envelope [GO:0030313]; plasma membrane [GO:0005886]; carbohydrate binding [GO:0030246]			1.0	Bacterial solute-binding protein 2 family	PF13407;
tr|F0RRT5|F0RRT5_SPHGB	F0RRT5	100.0	425	0	0	1	425	1	425	1.2999999999999992e-304	833.0	F0RRT5	F0RRT5_SPHGB	Extracellular solute-binding protein family 1	plasma membrane [GO:0005886]			1.0		PF13416;
tr|F0NZ10|F0NZ10_WEEVC	F0NZ10	100.0	496	0	0	1	496	1	496	0.0	980.0	F0NZ10	F0NZ10_WEEVC	Aminoacyl-histidine dipeptidase	cytosol [GO:0005829]; metallodipeptidase activity [GO:0070573]; proteolysis [GO:0006508]			1.0		PF07687;PF01546;
tr|F0J4U1|F0J4U1_ACIMA	F7S8W1	100.0	333	0	0	1	333	1	333	7.419999999999996e-237	654.0	F7S8W1	F7S8W1_9PROT	Dihydroxyacetone kinase, DhaK subunit	cytosol [GO:0005829]; glycerone kinase activity [GO:0004371]; glycerol catabolic process [GO:0019563]			1.0		PF02733;
tr|F0F8I9|F0F8I9_9BACT	F0F8I9	100.0	1086	0	0	1	1086	1	1086	0.0	2172.0	F0F8I9	F0F8I9_9BACT	TonB-dependent receptor plug domain protein	cell outer membrane [GO:0009279]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0		PF13620;PF07715;
tr|E8X6Y9|E8X6Y9_GRATM	E8X6Y9	100.0	1098	0	0	1	1098	1	1098	0.0	2189.0	E8X6Y9	E8X6Y9_GRATM	TonB-dependent receptor plug	cell outer membrane [GO:0009279]; carbohydrate binding [GO:0030246]			1.0		PF13620;
tr|E8WYV4|E8WYV4_GRATM	E8WYV4	100.0	1181	0	0	1	1181	1	1181	0.0	2334.0	E8WYV4	E8WYV4_GRATM	TonB-dependent receptor-like beta-barrel domain-containing protein	cell outer membrane [GO:0009279]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0		PF13620;PF00593;
tr|E8WTG1|E8WTG1_GEOS8	E8WTG1	100.0	199	0	0	1	199	1	199	1.9399999999999997e-122	353.0	E8WTG1	E8WTG1_GEOS8	Outer membrane protein beta-barrel domain-containing protein				1.0		PF13505;
tr|E8WRD0|E8WRD0_GEOS8	E8WRD0	100.0	288	0	0	1	288	1	288	1.2299999999999996e-201	561.0	E8WRD0	E8WRD0_GEOS8	ABC-type tungstate transport system permease component-like protein				1.0		PF12849;
tr|E8WR93|E8WR93_GEOS8	E8WR93	100.0	547	0	0	1	547	1	547	0.0	1109.0	E8WR93	E8WR93_GEOS8	Capsule assembly Wzi family protein				1.0		PF14052;
tr|E8WQD6|E8WQD6_GEOS8	E8WQD6	100.0	1645	0	0	1	1645	1	1645	0.0	3238.0	E8WQD6	E8WQD6_GEOS8	Tfp pilus assembly protein tip-associated adhesin PilY1-like protein				1.0		
tr|E8WP00|E8WP00_GEOS8	E8WP00	100.0	493	0	0	1	493	1	493	0.0	919.0	E8WP00	E8WP00_GEOS8	Type II and III secretion system protein	type II protein secretion system complex [GO:0015627]; protein secretion [GO:0009306]			1.0	Bacterial secretin family	PF00263;
tr|E8WNR3|E8WNR3_GEOS8	E8WNR3	100.0	465	0	0	1	465	1	465	0.0	910.0	E8WNR3	E8WNR3_GEOS8	OmpA/MotB domain protein	cell outer membrane [GO:0009279]; pore complex [GO:0046930]; porin activity [GO:0015288]; monoatomic ion transport [GO:0006811]			1.0		PF13505;PF00691;
tr|E8WMQ7|E8WMQ7_GEOS8	E8WMQ7	100.0	532	0	0	1	532	1	532	0.0	1002.0	E8WMQ7	E8WMQ7_GEOS8	Chaperonin GroEL (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin-60) (Cpn60)	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662]; isomerase activity [GO:0016853]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]	FUNCTION: Together with its co-chaperonin GroES, plays an essential role in assisting protein folding. The GroEL-GroES system forms a nano-cage that allows encapsulation of the non-native substrate proteins and provides a physical environment optimized to promote and accelerate protein folding. {ECO:0000256|HAMAP-Rule:MF_00600, ECO:0000256|RuleBase:RU000419}.	5.6.1.7	3.0	Chaperonin (HSP60) family	PF00118;
tr|E8WML6|E8WML6_GEOS8	E8WML6	100.0	429	0	0	1	429	1	429	4.349999999999997e-305	835.0	E8WML6	E8WML6_GEOS8	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	cell surface [GO:0009986]; extracellular region [GO:0005576]; phosphopyruvate hydratase complex [GO:0000015]; magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]; glycolytic process [GO:0006096]	FUNCTION: Catalyzes the reversible conversion of 2-phosphoglycerate (2-PG) into phosphoenolpyruvate (PEP). It is essential for the degradation of carbohydrates via glycolysis. {ECO:0000256|HAMAP-Rule:MF_00318}.	4.2.1.11	3.0	Enolase family	PF00113;PF03952;
tr|E8WJQ7|E8WJQ7_GEOS8	E8WJQ7	100.0	402	0	0	1	402	1	402	7.229999999999997e-288	789.0	E8WJQ7	E8WJQ7_GEOS8	Porin domain-containing protein	membrane [GO:0016020]; porin activity [GO:0015288]			1.0		PF13609;
tr|E8WJ63|E8WJ63_GEOS8	E8WJ63	100.0	420	0	0	1	420	1	420	2.1499999999999988e-305	835.0	E8WJ63	E8WJ63_GEOS8	Porin				1.0		
tr|E8WHS2|E8WHS2_GEOS8	E8WHS2	100.0	165	0	0	1	165	1	165	3.439999999999999e-113	327.0	E8WHS2	E8WHS2_GEOS8	Type VI secretion system effector, Hcp1 family				1.0		PF05638;
tr|E8WHL5|E8WHL5_GEOS8	E8WHL5	100.0	358	0	0	1	358	1	358	1.819999999999999e-261	718.0	E8WHL5	E8WHL5_GEOS8	NADH-ubiquinone oxidoreductase chain 49kDa	ferredoxin hydrogenase activity [GO:0008901]; NAD binding [GO:0051287]; nickel cation binding [GO:0016151]; oxidoreductase activity, acting on NAD(P)H [GO:0016651]; quinone binding [GO:0048038]			1.0	Complex I 49 kDa subunit family	PF00346;PF00374;
tr|E8WHL3|E8WHL3_GEOS8	E8WHL3	100.0	164	0	0	1	164	1	164	9.909999999999997e-117	336.0	E8WHL3	E8WHL3_GEOS8	NADH ubiquinone oxidoreductase 20 kDa subunit	4 iron, 4 sulfur cluster binding [GO:0051539]			1.0	Complex I 20 kDa subunit family	PF01058;
tr|E8V2H6|E8V2H6_TERSS	E8V2H6	100.0	1141	0	0	1	1141	1	1141	0.0	2209.0	E8V2H6	E8V2H6_TERSS	TonB-dependent receptor, plug	cell outer membrane [GO:0009279]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0		PF13620;
tr|E8UZU8|E8UZU8_TERSS	E8UZU8	100.0	1093	0	0	1	1093	1	1093	0.0	2176.0	E8UZU8	E8UZU8_TERSS	Cna B domain protein	cell outer membrane [GO:0009279]; carbohydrate binding [GO:0030246]			1.0		PF13620;
tr|E8UZ73|E8UZ73_TERSS	E8UZ73	100.0	1180	0	0	1	1180	1	1180	0.0	2311.0	E8UZ73	E8UZ73_TERSS	TonB-dependent receptor plug	cell outer membrane [GO:0009279]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0		PF13620;PF00593;
tr|E8UX37|E8UX37_TERSS	E8UX37	100.0	1131	0	0	1	1131	1	1131	0.0	2247.0	E8UX37	E8UX37_TERSS	Cna B-type protein	cell outer membrane [GO:0009279]; carbohydrate binding [GO:0030246]; siderophore uptake transmembrane transporter activity [GO:0015344]			1.0		PF13620;
tr|E8N6Y5|E8N6Y5_MICTS	E8N6Y5	100.0	372	0	0	1	372	1	372	2.6199999999999986e-268	737.0	E8N6Y5	E8N6Y5_MICTS	ABC-type xylose transport system, periplasmic component	outer membrane-bounded periplasmic space [GO:0030288]; carbohydrate binding [GO:0030246]			1.0		PF13407;
tr|E8N5J7|E8N5J7_ANATU	E8N5J7	100.0	876	0	0	1	876	1	876	0.0	1736.0	E8N5J7	E8N5J7_ANATU	Gingipain domain-containing protein	cysteine-type peptidase activity [GO:0008234]; proteolysis [GO:0006508]			1.0		PF01364;
tr|E8N5H0|E8N5H0_ANATU	E8N5H0	100.0	703	0	0	1	703	1	703	0.0	1363.0	E8N5H0	E8N5H0_ANATU	Acetyl-CoA synthetase (EC 6.2.1.13)	acetate-CoA ligase (ADP-forming) activity [GO:0043758]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]		6.2.1.13	1.0		PF13549;PF13380;PF19045;PF13607;
tr|E8N4V9|E8N4V9_ANATU	E8N4V9	100.0	332	0	0	1	332	1	332	9.089999999999997e-242	666.0	E8N4V9	E8N4V9_ANATU	F420-dependent oxidoreductase	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]			1.0		PF00296;
tr|E8N4S2|E8N4S2_ANATU	E8N4S2	100.0	861	0	0	1	861	1	861	0.0	1580.0	E8N4S2	E8N4S2_ANATU	Chaperone protein ClpB	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; cellular response to heat [GO:0034605]; protein refolding [GO:0042026]	FUNCTION: Part of a stress-induced multi-chaperone system, it is involved in the recovery of the cell from heat-induced damage, in cooperation with DnaK, DnaJ and GrpE. {ECO:0000256|RuleBase:RU362034}.		2.0	ClpA/ClpB family	PF00004;PF07724;PF17871;PF02861;PF10431;
tr|E8N4R7|E8N4R7_ANATU	E8N4R7	100.0	687	0	0	1	687	1	687	0.0	1326.0	E8N4R7	E8N4R7_ANATU	Elongation factor G	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]; ribosome disassembly [GO:0032790]			1.0		PF22042;PF00679;PF14492;PF03764;PF00009;
tr|E8N4J3|E8N4J3_ANATU	E8N4J3	100.0	349	0	0	1	349	1	349	3.4699999999999985e-250	689.0	E8N4J3	E8N4J3_ANATU	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.-)	NAD binding [GO:0051287]; NADP binding [GO:0050661]; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]; glucose metabolic process [GO:0006006]		1.2.1.-	2.0	Glyceraldehyde-3-phosphate dehydrogenase family	PF02800;PF00044;
tr|E8N4J2|E8N4J2_ANATU	E8N4J2	100.0	391	0	0	1	391	1	391	1.529999999999999e-272	749.0	E8N4J2	E8N4J2_ANATU	Phosphoglycerate kinase (EC 2.7.2.3)	cytosol [GO:0005829]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; phosphoglycerate kinase activity [GO:0004618]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]		2.7.2.3	3.0	Phosphoglycerate kinase family	PF00162;
tr|E8N430|E8N430_ANATU	E8N430	100.0	316	0	0	1	316	1	316	1.3199999999999994e-226	627.0	E8N430	E8N430_ANATU	Fructose-bisphosphate aldolase (EC 4.1.2.13)	fructose-bisphosphate aldolase activity [GO:0004332]; zinc ion binding [GO:0008270]; carbohydrate metabolic process [GO:0005975]		4.1.2.13	1.0		PF01116;
tr|E8N3M2|E8N3M2_ANATU	E8N3M2	100.0	400	0	0	1	400	1	400	2.7399999999999982e-291	797.0	E8N3M2	E8N3M2_ANATU	Elongation factor Tu (EF-Tu)	cytosol [GO:0005829]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]	FUNCTION: This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis. {ECO:0000256|HAMAP-Rule:MF_00118}.		2.0	TRAFAC class translation factor GTPase superfamily, Classic translation factor GTPase family, EF-Tu/EF-1A subfamily	PF00009;PF03144;PF03143;
tr|E8N325|E8N325_ANATU	E8N325	100.0	476	0	0	1	476	1	476	0.0	900.0	E8N325	E8N325_ANATU	Uncharacterized protein				1.0		
